global_dataset,sampleName,coreMSname,type,date_utc_YYYYMMDD,Latitude,Longitude,depth_m,N_value,species,units,N_value2,species,units,N_value3,species,units,N_value4,species,units,P_pool,species,units,C_pool,species,units,GHG,species,units,DO_mgL,BDOC_%_mean,BDOC_sd,chla_ugL,bacterial_activity,units,Respiration_mgDO_hr_L_sediment,,,Extraction_Efficiency(%;assumed_or_measured),Instrument(t),TARGET_carbon_normalization(ugCL-1)
TEXTOR2018,Sopchoppy,Textor2018_5_Sopchoppy_R_Start.corems,river,,,,,,,,,,,,,,,,,,,,13.37,DOC,mgCL,,,,,-11.91,,,,,,,,60,9.4,40
TEXTOR2018,Sopchoppy,Textor2018_7_Sopchoppy_Leachate_Start.corems,veg_leachate,,,,,,,,,,,,,,,,,,,,28.57,DOC,mgCL,,,,,-47.14,,,,,,,,60,9.4,40
TEXTOR2018,Suwannee,Textor2018_1_Suwannee_R_Start.corems,river,,,,,,,,,,,,,,,,,,,,42.74,DOC,mgCL,,,,,-2.95,,,,,,,,60,9.4,40
TEXTOR2018,Suwannee,Textor2018_3_Suwannee_Leachate_Start.corems,veg_leachate,,,,,,,,,,,,,,,,,,,,11.78,DOC,mgCL,,,,,-8.64,,,,,,,,60,9.4,40
TEXTOR2019,ESI_Neg_1_reassigned,Textor2019_ESI_Neg_1_reassigned.corems,river,,,,,,,,,,,,,,,,,,,,14,DOC,mgCL,,,,,7.1,,,,,,,,60,21,40
TEXTOR2019,ESI_Neg_11_reassigned,Textor2019_ESI_Neg_11_reassigned.corems,organic_leachate,,,,,,,,,,,,,,,,,,,,63,DOC,mgCL,,,,,44.8,,,,,,,,60,21,40
TEXTOR2019,ESI_Neg_13_reassigned,Textor2019_ESI_Neg_13_reassigned.corems,mineral_leachate,,,,,,,,,,,,,,,,,,,,25.8,DOC,mgCL,,,,,8.9,,,,,,,,60,21,40
TEXTOR2019,ESI_Neg_15_reassigned,Textor2019_ESI_Neg_15_reassigned.corems,permafrost_leachate,,,,,,,,,,,,,,,,,,,,34.6,DOC,mgCL,,,,,11.3,,,,,,,,60,21,40
TEXTOR2019,ESI_Neg_17_reassigned,Textor2019_ESI_Neg_17_reassigned.corems,veg_leachate,,,,,,,,,,,,,,,,,,,,69.1,DOC,mgCL,,,,,62.1,,,,,,,,60,21,40
TEXTOR2019,ESI_Neg_19_reassigned,Textor2019_ESI_Neg_19_reassigned.corems,organic_leachate,,,,,,,,,,,,,,,,,,,,27.7,DOC,mgCL,,,,,43,,,,,,,,60,21,40
TEXTOR2019,ESI_Neg_21_reassigned,Textor2019_ESI_Neg_21_reassigned.corems,mineral_leachate,,,,,,,,,,,,,,,,,,,,9.74,DOC,mgCL,,,,,29.2,,,,,,,,60,21,40
TEXTOR2019,ESI_Neg_23_reassigned,Textor2019_ESI_Neg_23_reassigned.corems,permafrost_leachate,,,,,,,,,,,,,,,,,,,,19,DOC,mgCL,,,,,34.2,,,,,,,,60,21,40
TEXTOR2019,ESI_Neg_25_reassigned,Textor2019_ESI_Neg_25_reassigned.corems,river,,,,,,,,,,,,,,,,,,,,20.6,DOC,mgCL,,,,,1.5,,,,,,,,60,21,40
TEXTOR2019,ESI_Neg_27_reassigned,Textor2019_ESI_Neg_27_reassigned.corems,river,,,,,,,,,,,,,,,,,,,,30.4,DOC,mgCL,,,,,2.3,,,,,,,,60,21,40
TEXTOR2019,ESI_Neg_3_reassigned,Textor2019_ESI_Neg_3_reassigned.corems,river,,,,,,,,,,,,,,,,,,,,30,DOC,mgCL,,,,,3.7,,,,,,,,60,21,40
TEXTOR2019,ESI_Neg_5_reassigned,Textor2019_ESI_Neg_5_reassigned.corems,river,,,,,,,,,,,,,,,,,,,,39.9,DOC,mgCL,,,,,4.3,,,,,,,,60,21,40
TEXTOR2019,ESI_Neg_7_reassigned,Textor2019_ESI_Neg_7_reassigned.corems,river,,,,,,,,,,,,,,,,,,,,18.5,DOC,mgCL,,,,,11.4,,,,,,,,60,21,40
TEXTOR2019,ESI_Neg_9_reassigned,Textor2019_ESI_Neg_9_reassigned.corems,veg_leachate,,,,,,,,,,,,,,,,,,,,140.6,DOC,mgCL,,,,,66.1,,,,,,,,60,21,40
VAUGHN2023,ESI.Neg_AK_1_sum100_10_calibrated_assigned.csv.RelAbun,Vaughn2023_ESI.Neg_AK_10_sum100_1_calibrated.corems,river,,45.05,-93.31,,,,,,,,,,,,,,,,,7.596666667,DOC,mgCL,,,,,10.57481352,,,,,,,,60,21,50
VAUGHN2023,ESI.Neg_AK_1_sum100_100_calibrated_assigned.csv.RelAbun,Vaughn2023_ESI.Neg_AK_100_sum100_1_calibrated.corems,river,,44.9267,-91.4108,,,,,,,,,,,,,,,,,9.416666667,DOC,mgCL,,,,,4.24778761,,,,,,,,60,21,50
VAUGHN2023,ESI.Neg_AK_1_sum100_104_calibrated_assigned.csv.RelAbun,Vaughn2023_ESI.Neg_AK_104_sum100_1_calibrated.corems,river,,45.05,-93.31,,,,,,,,,,,,,,,,,4.67,DOC,mgCL,,,,,15.34618131,,,,,,,,60,21,50
VAUGHN2023,ESI.Neg_AK_1_sum100_106_calibrated_assigned.csv.RelAbun,Vaughn2023_ESI.Neg_AK_106_sum100_1_calibrated.corems,river,,44.8753,-91.9381,,,,,,,,,,,,,,,,,2.63,DOC,mgCL,,,,,6.590621027,,,,,,,,60,21,50
VAUGHN2023,ESI.Neg_AK_1_sum100_110_calibrated_assigned.csv.RelAbun,Vaughn2023_ESI.Neg_AK_110_sum100_1_calibrated.corems,river,,46.0328,-89.6078,,,,,,,,,,,,,,,,,3.01,DOC,mgCL,,,,,8.970099668,,,,,,,,60,21,50
VAUGHN2023,ESI.Neg_AK_1_sum100_112_calibrated_assigned.csv.RelAbun,Vaughn2023_ESI.Neg_AK_112_sum100_1_calibrated.corems,river,,45.4064,-91.2194,,,,,,,,,,,,,,,,,11.08666667,DOC,mgCL,,,,,4.539988032,,,,,,,,60,21,50
VAUGHN2023,ESI.Neg_AK_1_sum100_12_calibrated_assigned.csv.RelAbun,Vaughn2023_ESI.Neg_AK_12_sum100_1_calibrated.corems,river,,44.8753,-91.9381,,,,,,,,,,,,,,,,,3.833333333,DOC,mgCL,,,,,10.43478261,,,,,,,,60,21,50
VAUGHN2023,ESI.Neg_AK_1_sum100_122_calibrated_assigned.csv.RelAbun,Vaughn2023_ESI.Neg_AK_122_sum100_1_calibrated.corems,river,,45.1104,-91.5382,,,,,,,,,,,,,,,,,2.26,DOC,mgCL,,,,,3.539823009,,,,,,,,60,21,50
VAUGHN2023,ESI.Neg_AK_1_sum100_124_calibrated_assigned.csv.RelAbun,Vaughn2023_ESI.Neg_AK_124_sum100_1_calibrated.corems,river,,45.9156,-93.2125,,,,,,,,,,,,,,,,,5.776666667,DOC,mgCL,,,,,8.886324304,,,,,,,,60,21,50
VAUGHN2023,ESI.Neg_AK_1_sum100_126_calibrated_assigned.csv.RelAbun,Vaughn2023_ESI.Neg_AK_126_sum100_1_calibrated.corems,river,,44.9904,-93.2733,,,,,,,,,,,,,,,,,4.41,DOC,mgCL,,,,,-1.284958435,,,,,,,,60,21,50
VAUGHN2023,ESI.Neg_AK_1_sum100_130_calibrated_assigned.csv.RelAbun,Vaughn2023_ESI.Neg_AK_130_sum100_1_calibrated.corems,river,,45.0994,-91.6511,,,,,,,,,,,,,,,,,1.633333333,DOC,mgCL,,,,,8.775510185,,,,,,,,60,21,50
VAUGHN2023,ESI.Neg_AK_1_sum100_132_calibrated_assigned.csv.RelAbun,Vaughn2023_ESI.Neg_AK_132_sum100_1_calibrated.corems,river,,44.9267,-91.4108,,,,,,,,,,,,,,,,,11.22333333,DOC,mgCL,,,,,3.237303209,,,,,,,,60,21,50
VAUGHN2023,ESI.Neg_AK_1_sum100_136_calibrated_assigned.csv.RelAbun,,river,,46.0328,-89.6078,,,,,,,,,,,,,,,,,3.91,DOC,mgCL,,,,,13.81074169,,,,,,,,60,21,50
VAUGHN2023,ESI.Neg_AK_1_sum100_142_calibrated_assigned.csv.RelAbun,Vaughn2023_ESI.Neg_AK_142_sum100_1_calibrated.corems,river,,45.4064,-91.2194,,,,,,,,,,,,,,,,,12.16,DOC,mgCL,,,,,5.345394737,,,,,,,,60,21,50
VAUGHN2023,ESI.Neg_AK_1_sum100_144_calibrated_assigned.csv.RelAbun,Vaughn2023_ESI.Neg_AK_144_sum100_1_calibrated.corems,river,,45.05,-93.31,,,,,,,,,,,,,,,,,7.173333333,DOC,mgCL,,,,,12.31412639,,,,,,,,60,21,50
VAUGHN2023,ESI.Neg_AK_1_sum100_146_calibrated_assigned.csv.RelAbun,Vaughn2023_ESI.Neg_AK_146_sum100_1_calibrated.corems,river,,44.8753,-91.9381,,,,,,,,,,,,,,,,,4.826666667,DOC,mgCL,,,,,9.461325973,,,,,,,,60,21,50
VAUGHN2023,ESI.Neg_AK_1_sum100_156_calibrated_assigned.csv.RelAbun,Vaughn2023_ESI.Neg_AK_156_sum100_1_calibrated.corems,river,,44.9904,-93.2733,,,,,,,,,,,,,,,,,8.826666667,DOC,mgCL,,,,,7.175226593,,,,,,,,60,21,50
VAUGHN2023,ESI.Neg_AK_1_sum100_16_calibrated_assigned.csv.RelAbun,Vaughn2023_ESI.Neg_AK_16_sum100_1_calibrated.corems,river,,46.0328,-89.6078,,,,,,,,,,,,,,,,,5.566666667,DOC,mgCL,,,,,10.17964072,,,,,,,,60,21,50
VAUGHN2023,ESI.Neg_AK_1_sum100_162_calibrated_assigned.csv.RelAbun,Vaughn2023_ESI.Neg_AK_162_sum100_1_calibrated.corems,river,,45.0994,-91.6511,,,,,,,,,,,,,,,,,2.25,DOC,mgCL,,,,,6.222222222,,,,,,,,60,21,50
VAUGHN2023,ESI.Neg_AK_1_sum100_174_calibrated_assigned.csv.RelAbun,Vaughn2023_ESI.Neg_AK_174_sum100_1_calibrated.corems,river,,44.8753,-91.9381,,,,,,,,,,,,,,,,,3.846666667,DOC,mgCL,,,,,6.845753916,,,,,,,,60,21,50
VAUGHN2023,ESI.Neg_AK_1_sum100_2_calibrated_assigned.csv.RelAbun,Vaughn2023_ESI.Neg_AK_2_sum100_1_calibrated.corems,river,,45.9156,-93.2125,,,,,,,,,,,,,,,,,5.85,DOC,mgCL,,,,,12.19373219,,,,,,,,60,21,50
VAUGHN2023,ESI.Neg_AK_1_sum100_20_calibrated_assigned.csv.RelAbun,Vaughn2023_ESI.Neg_AK_20_sum100_1_calibrated.corems,river,,45.4064,-91.2194,,,,,,,,,,,,,,,,,12.73333333,DOC,mgCL,,,,,5.235602043,,,,,,,,60,21,50
VAUGHN2023,ESI.Neg_AK_1_sum100_28_calibrated_assigned.csv.RelAbun,Vaughn2023_ESI.Neg_AK_28_sum100_1_calibrated.corems,river,,45.1104,-91.5382,,,,,,,,,,,,,,,,,3.566666667,DOC,mgCL,,,,,14.01869159,,,,,,,,60,21,50
VAUGHN2023,ESI.Neg_AK_1_sum100_30_calibrated_assigned.csv.RelAbun,Vaughn2023_ESI.Neg_AK_30_sum100_1_calibrated.corems,river,,45.9156,-93.2125,,,,,,,,,,,,,,,,,6.866666667,DOC,mgCL,,,,,12.62135923,,,,,,,,60,21,50
VAUGHN2023,ESI.Neg_AK_1_sum100_32_calibrated_assigned.csv.RelAbun,Vaughn2023_ESI.Neg_AK_32_sum100_1_calibrated.corems,river,,44.9904,-93.2733,,,,,,,,,,,,,,,,,7.233333333,DOC,mgCL,,,,,14.28571428,,,,,,,,60,21,50
VAUGHN2023,ESI.Neg_AK_1_sum100_38_calibrated_assigned.csv.RelAbun,Vaughn2023_ESI.Neg_AK_38_sum100_calibrated.corems,river,,45.0994,-91.6511,,,,,,,,,,,,,,,,,4.566666667,DOC,mgCL,,,,,9.489051109,,,,,,,,60,21,50
VAUGHN2023,ESI.Neg_AK_1_sum100_4_calibrated_assigned.csv.RelAbun,Vaughn2023_ESI.Neg_AK_4_sum100_1_calibrated.corems,river,,45.1104,-91.5382,,,,,,,,,,,,,,,,,4.71,DOC,mgCL,,,,,9.554140127,,,,,,,,60,21,50
VAUGHN2023,ESI.Neg_AK_1_sum100_40_calibrated_assigned.csv.RelAbun,Vaughn2023_ESI.Neg_AK_40_sum100_calibrated.corems,river,,44.9267,-91.4108,,,,,,,,,,,,,,,,,13.1,DOC,mgCL,,,,,5.34351145,,,,,,,,60,21,50
VAUGHN2023,ESI.Neg_AK_1_sum100_44_calibrated_assigned.csv.RelAbun,Vaughn2023_ESI.Neg_AK_44_sum100_calibrated.corems,river,,46.0328,-89.6078,,,,,,,,,,,,,,,,,10.90333333,DOC,mgCL,,,,,5.197187345,,,,,,,,60,21,50
VAUGHN2023,ESI.Neg_AK_1_sum100_48_calibrated_assigned.csv.RelAbun,Vaughn2023_ESI.Neg_AK_48_sum100_calibrated.corems,river,,45.4064,-91.2194,,,,,,,,,,,,,,,,,15.30666667,DOC,mgCL,,,,,2.678571428,,,,,,,,60,21,50
VAUGHN2023,ESI.Neg_AK_1_sum100_50_calibrated_assigned.csv.RelAbun,Vaughn2023_ESI.Neg_AK_50_sum100_calibrated.corems,river,,45.05,-93.31,,,,,,,,,,,,,,,,,6.72,DOC,mgCL,,,,,11.30952381,,,,,,,,60,21,50
VAUGHN2023,ESI.Neg_AK_1_sum100_52_calibrated_assigned.csv.RelAbun,Vaughn2023_ESI.Neg_AK_52_sum100_calibrated.corems,river,,44.8753,-91.9381,,,,,,,,,,,,,,,,,5.13,DOC,mgCL,,,,,7.472384659,,,,,,,,60,21,50
VAUGHN2023,ESI.Neg_AK_1_sum100_6_calibrated_assigned.csv.RelAbun,Vaughn2023_ESI.Neg_AK_6_sum100_1_calibrated.corems,river,,45.0994,-91.6511,,,,,,,,,,,,,,,,,3.186666667,DOC,mgCL,,,,,8.995815909,,,,,,,,60,21,50
VAUGHN2023,ESI.Neg_AK_1_sum100_62_calibrated_assigned.csv.RelAbun,Vaughn2023_ESI.Neg_AK_62_sum100_calibrated.corems,river,,44.9904,-93.2733,,,,,,,,,,,,,,,,,12.89,DOC,mgCL,,,,,12.257564,,,,,,,,60,21,50
VAUGHN2023,ESI.Neg_AK_1_sum100_66_calibrated_assigned.csv.RelAbun,Vaughn2023_ESI.Neg_AK_66_sum100_calibrated.corems,river,,44.9267,-91.4108,,,,,,,,,,,,,,,,,12.98333333,DOC,mgCL,,,,,2.079589217,,,,,,,,60,21,50
VAUGHN2023,ESI.Neg_AK_1_sum100_68_calibrated_assigned.csv.RelAbun,Vaughn2023_ESI.Neg_AK_68_sum100_calibrated.corems,river,,45.0994,-91.6511,,,,,,,,,,,,,,,,,3.94,DOC,mgCL,,,,,3.13028764,,,,,,,,60,21,50
VAUGHN2023,ESI.Neg_AK_1_sum100_70_calibrated_assigned.csv.RelAbun,Vaughn2023_ESI.Neg_AK_70_sum100_calibrated.corems,river,,45.1104,-91.5382,,,,,,,,,,,,,,,,,4.86,DOC,mgCL,,,,,2.537722901,,,,,,,,60,21,50
VAUGHN2023,ESI.Neg_AK_1_sum100_72_calibrated_assigned.csv.RelAbun,Vaughn2023_ESI.Neg_AK_72_sum100_calibrated.corems,river,,45.9156,-93.2125,,,,,,,,,,,,,,,,,6.34,DOC,mgCL,,,,,6.992639322,,,,,,,,60,21,50
VAUGHN2023,ESI.Neg_AK_1_sum100_74_calibrated_assigned.csv.RelAbun,Vaughn2023_ESI.Neg_AK_74_sum100_calibrated.corems,river,,46.0328,-89.6078,,,,,,,,,,,,,,,,,4.136666667,DOC,mgCL,,,,,4.431909766,,,,,,,,60,21,50
VAUGHN2023,ESI.Neg_AK_1_sum100_8_calibrated_assigned.csv.RelAbun,Vaughn2023_ESI.Neg_AK_8_sum100_1_calibrated.corems,river,,44.9267,-91.4108,,,,,,,,,,,,,,,,,10.56,DOC,mgCL,,,,,6.060606061,,,,,,,,60,21,50
VAUGHN2023,ESI.Neg_AK_1_sum100_80_calibrated_assigned.csv.RelAbun,Vaughn2023_ESI.Neg_AK_80_sum100_calibrated.corems,river,,45.05,-93.31,,,,,,,,,,,,,,,,,4.11,DOC,mgCL,,,,,11.67883212,,,,,,,,60,21,50
VAUGHN2023,ESI.Neg_AK_1_sum100_82_calibrated_assigned.csv.RelAbun,Vaughn2023_ESI.Neg_AK_82_sum100_calibrated.corems,river,,45.4064,-91.2194,,,,,,,,,,,,,,,,,9.173333333,DOC,mgCL,,,,,2.725290698,,,,,,,,60,21,50
VAUGHN2023,ESI.Neg_AK_1_sum100_94_calibrated_assigned.csv.RelAbun,Vaughn2023_ESI.Neg_AK_94_sum100_1_calibrated.corems,river,,44.9904,-93.2733,,,,,,,,,,,,,,,,,14.43,DOC,mgCL,,,,,3.742203742,,,,,,,,60,21,50
VAUGHN2023,ESI.Neg_AK_1_sum100_96_calibrated_assigned.csv.RelAbun,Vaughn2023_ESI.Neg_AK_96_sum100_1_calibrated.corems,river,,45.9156,-93.2125,,,,,,,,,,,,,,,,,6.48,DOC,mgCL,,,,,12.5,,,,,,,,60,21,50
Wozniak GT 10-11 aerosol data,5037,,aerosol,20101015,38.32,-9.66,,,,,,,,,,,,,,,,,1.096,WSOC,ugm3,,,,,,,,,,,,,,,
Wozniak GT 10-11 aerosol data,5145,,aerosol,20101016,38.33,-9.66,,,,,,,,,,,,,,,,,0.226,WSOC,ugm3,,,,,,,,,,,,,,,
Wozniak GT 10-11 aerosol data,5197,,aerosol,20101017,38.33,-9.66,,,,,,,,,,,,,,,,,0.583,WSOC,ugm3,,,,,,,,,,,,,,,
Wozniak GT 10-11 aerosol data,5299,,aerosol,20101019,35.2,-16,,,,,,,,,,,,,,,,,0.554,WSOC,ugm3,,,,,,,,,,,,,,,
Wozniak GT 10-11 aerosol data,5330,,aerosol,20101020,34.07,-17.61,,,,,,,,,,,,,,,,,0.05,WSOC,ugm3,,,,,,,,,,,,,,,
Wozniak GT 10-11 aerosol data,5425,,aerosol,20101021,31.11,-21.86,,,,,,,,,,,,,,,,,0.15,WSOC,ugm3,,,,,,,,,,,,,,,
Wozniak GT 10-11 aerosol data,5579,,aerosol,20101023,27.53,-22.01,,,,,,,,,,,,,,,,,0.172,WSOC,ugm3,,,,,,,,,,,,,,,
Wozniak GT 10-11 aerosol data,5729,,aerosol,20101025,24.01,-22,,,,,,,,,,,,,,,,,0.298,WSOC,ugm3,,,,,,,,,,,,,,,
Wozniak GT 10-11 aerosol data,5738,,aerosol,20101028,17.36,-18.25,,,,,,,,,,,,,,,,,0.187,WSOC,ugm3,,,,,,,,,,,,,,,
Wozniak GT 10-11 aerosol data,5764,,aerosol,20101029,17.36,-18.25,,,,,,,,,,,,,,,,,0.321,WSOC,ugm3,,,,,,,,,,,,,,,
Wozniak GT 10-11 aerosol data,5848,,aerosol,20101029,17.35,-20.02,,,,,,,,,,,,,,,,,0.503,WSOC,ugm3,,,,,,,,,,,,,,,
Wozniak GT 10-11 aerosol data,5870,,aerosol,20101030,17.36,-20.83,,,,,,,,,,,,,,,,,0.259,WSOC,ugm3,,,,,,,,,,,,,,,
Wozniak GT 10-11 aerosol data,5965,,aerosol,20101031,17.35,-20.91,,,,,,,,,,,,,,,,,0.182,WSOC,ugm3,,,,,,,,,,,,,,,
Wozniak GT 10-11 aerosol data,5999,,aerosol,20101101,17.35,-22.79,,,,,,,,,,,,,,,,,0.038,WSOC,ugm3,,,,,,,,,,,,,,,
Wozniak GT 10-11 aerosol data,6070,,aerosol,20101102,17.4,-24.5,,,,,,,,,,,,,,,,,0.133,WSOC,ugm3,,,,,,,,,,,,,,,
Wozniak GT 10-11 aerosol data,6250,,aerosol,20111107,39.71,-69.87,,,,,,,,,,,,,,,,,0.634,WSOC,ugm3,,,,,,,,,,,,,,,
Wozniak GT 10-11 aerosol data,6319,,aerosol,20111108,39.7,-69.8,,,,,,,,,,,,,,,,,1.5,WSOC,ugm3,,,,,,,,,,,,,,,
Wozniak GT 10-11 aerosol data,6452,,aerosol,20111109,39.35,-69.54,,,,,,,,,,,,,,,,,0.302,WSOC,ugm3,,,,,,,,,,,,,,,
Wozniak GT 10-11 aerosol data,6546,,aerosol,20111112,38.33,-68.87,,,,,,,,,,,,,,,,,0.655,WSOC,ugm3,,,,,,,,,,,,,,,
Wozniak GT 10-11 aerosol data,6677,,aerosol,20111113,38.36,-68.86,,,,,,,,,,,,,,,,,0.298,WSOC,ugm3,,,,,,,,,,,,,,,
Wozniak GT 10-11 aerosol data,6788,,aerosol,20111115,37.62,-68.38,,,,,,,,,,,,,,,,,0.31,WSOC,ugm3,,,,,,,,,,,,,,,
Wozniak GT 10-11 aerosol data,6903,,aerosol,20111119,32.02,-64.44,,,,,,,,,,,,,,,,,0.202,WSOC,ugm3,,,,,,,,,,,,,,,
Wozniak GT 10-11 aerosol data,6964,,aerosol,20111120,31.75,-64.17,,,,,,,,,,,,,,,,,0.2,WSOC,ugm3,,,,,,,,,,,,,,,
Wozniak GT 10-11 aerosol data,7156,,aerosol,20111121,31.53,-63.37,,,,,,,,,,,,,,,,,0.132,WSOC,ugm3,,,,,,,,,,,,,,,
Wozniak GT 10-11 aerosol data,7245,,aerosol,20111124,29.7,-56.82,,,,,,,,,,,,,,,,,0.09,WSOC,ugm3,,,,,,,,,,,,,,,
Wozniak GT 10-11 aerosol data,7316,,aerosol,20111126,27.58,-49.63,,,,,,,,,,,,,,,,,0.164,WSOC,ugm3,,,,,,,,,,,,,,,
Wozniak GT 10-11 aerosol data,7357,,aerosol,20111127,27.55,-49.55,,,,,,,,,,,,,,,,,0.111,WSOC,ugm3,,,,,,,,,,,,,,,
Wozniak GT 10-11 aerosol data,7426,,aerosol,20111128,26.28,-45.3,,,,,,,,,,,,,,,,,0.103,WSOC,ugm3,,,,,,,,,,,,,,,
Wozniak GT 10-11 aerosol data,7509,,aerosol,20111129,26.14,-44.83,,,,,,,,,,,,,,,,,0.092,WSOC,ugm3,,,,,,,,,,,,,,,
Wozniak GT 10-11 aerosol data,7587,,aerosol,20111130,25.55,-43.54,,,,,,,,,,,,,,,,,0.097,WSOC,ugm3,,,,,,,,,,,,,,,
Wozniak GT 10-11 aerosol data,7655,,aerosol,20111201,24.15,-40.22,,,,,,,,,,,,,,,,,0.117,WSOC,ugm3,,,,,,,,,,,,,,,
Wozniak GT 10-11 aerosol data,7697,,aerosol,20111202,24.15,-40.22,,,,,,,,,,,,,,,,,0.15,WSOC,ugm3,,,,,,,,,,,,,,,
Wozniak GT 10-11 aerosol data,7791,,aerosol,20111203,22.7,-36.73,,,,,,,,,,,,,,,,,0.159,WSOC,ugm3,,,,,,,,,,,,,,,
Wozniak GT 10-11 aerosol data,7860,,aerosol,20111204,22.36,-35.87,,,,,,,,,,,,,,,,,0.433,WSOC,ugm3,,,,,,,,,,,,,,,
Wozniak GT 10-11 aerosol data,7899,,aerosol,20111205,22.37,-35.62,,,,,,,,,,,,,,,,,0.513,WSOC,ugm3,,,,,,,,,,,,,,,
Wozniak GT 10-11 aerosol data,7946,,aerosol,20111206,20.88,-32.62,,,,,,,,,,,,,,,,,0.205,WSOC,ugm3,,,,,,,,,,,,,,,
Wozniak GT 10-11 aerosol data,8004,,aerosol,20111207,19.43,-29.38,,,,,,,,,,,,,,,,,0.348,WSOC,ugm3,,,,,,,,,,,,,,,
Wozniak GT 10-11 aerosol data,8044,,aerosol,20111208,19.43,-29.38,,,,,,,,,,,,,,,,,0.389,WSOC,ugm3,,,,,,,,,,,,,,,
Wozniak GT 10-11 aerosol data,8045,,aerosol,20111209,17.75,-25.31,,,,,,,,,,,,,,,,,0.509,WSOC,ugm3,,,,,,,,,,,,,,,
YDE21,YDE21_001-1,YDE21_001.1_p025_7T.corems,glacial,20210417,77.93859,14.26632,,,,,,,,,,,,,,,,,1.38,NPOC,mgCL,,,,,,,,,,,,,,,
YDE21,YDE21_001-2,YDE21_001.2_p025_7T.corems,glacial,20210417,77.93859,14.26632,,,,,,,,,,,,,,,,,0.74,NPOC,mgCL,,,,,,,,,,,,,,,
YDE21,YDE21_001-3,YDE21_001.3_p025_7T.corems,glacial,20210417,77.93859,14.26632,,,,,,,,,,,,,,,,,1.22,NPOC,mgCL,,,,,,,,,,,,,,,
YDE21,YDE21_002-1,YDE21_002.1_p025_7T.corems,glacial,20210418,77.92718,14.322,,,,,,,,,,,,,,,,,0.55,NPOC,mgCL,,,,,,,,,,,,,,,
YDE21,YDE21_002-2,YDE21_002.2_p025_7T.corems,glacial,20210418,77.92718,14.322,,,,,,,,,,,,,,,,,0.72,NPOC,mgCL,,,,,,,,,,,,,,,
YDE21,YDE21_002-3,YDE21_002.3_p025_7T.corems,glacial,20210418,77.92718,14.322,,,,,,,,,,,,,,,,,0.55,NPOC,mgCL,,,,,,,,,,,,,,,
YDE21,YDE21_003-1,YDE21_003.1_p025_7T.corems,glacial,20210704,77.83411,17.05951,,,,,,,,,,,,,,,,,0.239,NPOC,mgCL,,,,,,,,,,,,,,,
YDE21,YDE21_003-2,YDE21_003.2_p025_7T.corems,glacial,20210704,77.83411,17.05951,,,,,,,,,,,,,,,,,0.268,NPOC,mgCL,,,,,,,,,,,,,,,
YDE21,YDE21_003-3,YDE21_003.3_p025_7T.corems,glacial,20210704,77.83411,17.05951,,,,,,,,,,,,,,,,,0.0182,NPOC,mgCL,,,,,,,,,,,,,,,
YDE21,YDE21_004-1,YDE21_004.1_p025_7T.corems,glacial,20210708,77.83624,17.06948,,,,,,,,,,,,,,,,,0.45,NPOC,mgCL,,,,,,,,,,,,,,,
YDE21,YDE21_004-2,YDE21_004.2_p025_7T.corems,glacial,20210708,77.83624,17.06948,,,,,,,,,,,,,,,,,0.47,NPOC,mgCL,,,,,,,,,,,,,,,
YDE21,YDE21_004-3,YDE21_004.3_p025_7T.corems,glacial,20210708,77.83624,17.06948,,,,,,,,,,,,,,,,,0.45,NPOC,mgCL,,,,,,,,,,,,,,,
YDE21,YDE21_005-1,YDE21_005.1_p025_7T.corems,glacial,20210712,77.83624,17.06948,,,,,,,,,,,,,,,,,0.4,NPOC,mgCL,,,,,,,,,,,,,,,
YDE21,YDE21_005-2,YDE21_005.2_p025_7T.corems,glacial,20210712,77.83624,17.06948,,,,,,,,,,,,,,,,,0.48,NPOC,mgCL,,,,,,,,,,,,,,,
YDE21,YDE21_005-3,YDE21_005.3_p025_7T.corems,glacial,20210712,77.83624,17.06948,,,,,,,,,,,,,,,,,0.42,NPOC,mgCL,,,,,,,,,,,,,,,
YDE21,YDE21_006-1,YDE21_006.1_p025_7T.corems,glacial,20210716,77.83624,17.06948,,,,,,,,,,,,,,,,,0.47,NPOC,mgCL,,,,,,,,,,,,,,,
YDE21,YDE21_006-2,YDE21_006.2_p025_7T.corems,glacial,20210716,77.83624,17.06948,,,,,,,,,,,,,,,,,0.41,NPOC,mgCL,,,,,,,,,,,,,,,
YDE21,YDE21_006-3,YDE21_006.3_p025_7T.corems,glacial,20210716,77.83624,17.06948,,,,,,,,,,,,,,,,,0.41,NPOC,mgCL,,,,,,,,,,,,,,,
YDE21,YDE21_007-1,YDE21_007.1_p025_7T.corems,glacial,20210719,77.83624,17.06948,,,,,,,,,,,,,,,,,0.49,NPOC,mgCL,,,,,,,,,,,,,,,
YDE21,YDE21_007-2,YDE21_007.2_p025_7T.corems,glacial,20210719,77.83624,17.06948,,,,,,,,,,,,,,,,,0.46,NPOC,mgCL,,,,,,,,,,,,,,,
YDE21,YDE21_007-3,YDE21_007.3_p025_7T.corems,glacial,20210719,77.83624,17.06948,,,,,,,,,,,,,,,,,0.42,NPOC,mgCL,,,,,,,,,,,,,,,
YDE21,YDE21_008-1,YDE21_008.1_p025_7T.corems,glacial,20210722,77.83624,17.06948,,,,,,,,,,,,,,,,,0.5,NPOC,mgCL,,,,,,,,,,,,,,,
