sample,nosc.rao,HC.rao,OC_rao
ManyFiles_MGC1903235_FTMS_Lakes_FJ_Sweden_19_011_01_22748.corems,0.008019211,0.008063406,0.009791773
ManyFiles_MGC1903237_FTMS_Lakes_FJ_Sweden_21_001_01_22725.corems,0.004052578,0.004032099,0.004985044
ManyFiles_MGC1903238_FTMS_Lakes_FJ_Sweden_22_113_01_22818.corems,0.016272524,0.016704494,0.020594494
ManyFiles_MGC1903238_FTMS_Lakes_FJ_Sweden_22_113_01_22828.corems,0.01635702,0.016810929,0.020764718
ManyFiles_MGC1903239_FTMS_Lakes_FJ_Sweden_23_030_01_22714.corems,0.004332447,0.004606011,0.005334665
ManyFiles_MGC1903240_FTMS_Lakes_FJ_Sweden_24_018_01_22977.corems,0.012202287,0.012341884,0.014915312
ManyFiles_MGC1903240_FTMS_Lakes_FJ_Sweden_24_018_01_22987.corems,0.012366175,0.012482805,0.015073232
ManyFiles_MGC1903240_FTMS_Lakes_FJ_Sweden_24_018_01_23112.corems,0.012555458,0.012528685,0.01516728
ManyFiles_MGC1903240_FTMS_Lakes_FJ_Sweden_24_018_01_23134.corems,0.012468783,0.012418782,0.01504533
ManyFiles_MGC1903241_FTMS_Lakes_FJ_Sweden_25_011_01_22950.corems,0.010416485,0.010652865,0.013125107
ManyFiles_MGC1903241_FTMS_Lakes_FJ_Sweden_25_011_01_22960.corems,0.010134881,0.010419764,0.012764044
ManyFiles_MGC1903241_FTMS_Lakes_FJ_Sweden_25_dil_011_01_23106.corems,0.013086357,0.013119873,0.015910206
ManyFiles_MGC1903241_FTMS_Lakes_FJ_Sweden_25_dil_011_01_23120.corems,0.013011287,0.012913086,0.015932902
ManyFiles_MGC1903242_FTMS_Lakes_FJ_Sweden_26_139_01_22684.corems,0.003871887,0.004057038,0.004785982
ManyFiles_MGC1903243_FTMS_Lakes_FJ_Sweden_27_033_01_23040.corems,0.011960811,0.0120942,0.014311669
ManyFiles_MGC1903243_FTMS_Lakes_FJ_Sweden_27_033_01_23050.corems,0.012112604,0.012219949,0.014411554
ManyFiles_MGC1903244_FTMS_Lakes_FJ_Sweden_28_105_01_22692.corems,0.003070445,0.003195117,0.003790204
ManyFiles_MGC1903244_FTMS_Lakes_FJ_Sweden_28_135_01_23289.corems,0.005569307,0.005841872,0.0070097
ManyFiles_MGC1903245_FTMS_Lakes_FJ_Sweden_29_138_01_22678.corems,0.002086184,0.002206425,0.00258997
ManyFiles_MGC1903246_FTMS_Lakes_FJ_Sweden_30_132_01_23273.corems,0.004372218,0.004073092,0.005719841
ManyFiles_MGC1903246_FTMS_Lakes_FJ_Sweden_30_132_01_23283.corems,0.004277112,0.003988159,0.005613496
ManyFiles_MGC1903246_FTMS_Lakes_FJ_Sweden_30_139_01_22696.corems,0.003871249,0.004051668,0.004772197
ManyFiles_MGC1903247_FTMS_Lakes_FJ_Sweden_302_104_01_23149.corems,0.007700989,0.007195458,0.009809458
ManyFiles_MGC1903247_FTMS_Lakes_FJ_Sweden_302_131_01_22689.corems,0.000608105,0.000554162,0.000843348
ManyFiles_MGC1903247_FTMS_Lakes_FJ_Sweden_302_131_01_22720.corems,0.000608027,0.000528047,0.000841775
ManyFiles_MGC1903247_FTMS_Lakes_FJ_Sweden_302_dil_104_01_23155.corems,0.006421394,0.005871209,0.008144367
ManyFiles_MGC1903247_FTMS_Lakes_FJ_Sweden_302_dil_104_01_23169.corems,0.009326913,0.008700985,0.011900472
ManyFiles_MGC1903248_FTMS_Lakes_FJ_Sweden_31_111_01_22814.corems,0.007550643,0.00731581,0.009311269
ManyFiles_MGC1903248_FTMS_Lakes_FJ_Sweden_31_111_01_22824.corems,0.007729312,0.007442077,0.0095512
ManyFiles_MGC1903249_FTMS_Lakes_FJ_Sweden_32_106_01_22791.corems,0.010305752,0.010229845,0.012394099
ManyFiles_MGC1903249_FTMS_Lakes_FJ_Sweden_32_106_01_22804.corems,0.01028833,0.010165696,0.01230526
ManyFiles_MGC1903249_FTMS_Lakes_FJ_Sweden_32_108_01_23161.corems,0.010418318,0.010267455,0.012376491
ManyFiles_MGC1903249_FTMS_Lakes_FJ_Sweden_32_108_01_23175.corems,0.010116801,0.010059643,0.012153558
ManyFiles_MGC1903250_FTMS_Lakes_FJ_Sweden_33_108_01_22795.corems,0.018467299,0.018941295,0.022563918
ManyFiles_MGC1903250_FTMS_Lakes_FJ_Sweden_33_108_01_22808.corems,0.019109055,0.019634389,0.023272326
ManyFiles_MGC1903251_FTMS_Lakes_FJ_Sweden_34_112_01_22681.corems,0.001676039,0.001742379,0.002160579
ManyFiles_MGC1903252_FTMS_Lakes_FJ_Sweden_35_110_01_23165.corems,0.009343072,0.009575006,0.011604969
ManyFiles_MGC1903252_FTMS_Lakes_FJ_Sweden_35_140_01_22690.corems,0.001094732,0.001143265,0.001396471
ManyFiles_MGC1903252_FTMS_Lakes_FJ_Sweden_35_140_01_22721.corems,0.001117819,0.00117258,0.001413201
ManyFiles_MGC1903252_FTMS_Lakes_FJ_Sweden_35_dil_110_01_23171.corems,0.013259908,0.013297676,0.016158776
ManyFiles_MGC1903252_FTMS_Lakes_FJ_Sweden_35_dil_110_01_23298.corems,0.012923144,0.012916666,0.015721649
ManyFiles_MGC1903255_FTMS_Lakes_FJ_Sweden_38_110_01_22799.corems,0.017335334,0.017876902,0.021204098
ManyFiles_MGC1903255_FTMS_Lakes_FJ_Sweden_38_110_01_22812.corems,0.017490066,0.018066286,0.021596831
ManyFiles_MGC1903256_FTMS_Lakes_FJ_Sweden_39_130_01_22683.corems,0.002600131,0.002656795,0.003164712
ManyFiles_MGC1903257_FTMS_Lakes_FJ_Sweden_40_125_01_22865.corems,0.00486188,0.005049758,0.0060458
ManyFiles_MGC1903257_FTMS_Lakes_FJ_Sweden_40_125_01_22875.corems,0.004706962,0.004884221,0.00585944
ManyFiles_MGC1903257_FTMS_Lakes_FJ_Sweden_40_127_01_23248.corems,0.002455929,0.002559687,0.003053918
ManyFiles_MGC1903257_FTMS_Lakes_FJ_Sweden_40_127_01_23260.corems,0.002346449,0.002466773,0.002934515
ManyFiles_MGC1903258_FTMS_Lakes_FJ_Sweden_41_010_01_22700.corems,0.005251379,0.00556405,0.006440385
ManyFiles_MGC1903259_FTMS_Lakes_FJ_Sweden_42_114_01_22820.corems,0.016564721,0.017014298,0.019527655
ManyFiles_MGC1903259_FTMS_Lakes_FJ_Sweden_42_114_01_22830.corems,0.016171085,0.016675274,0.019185014
ManyFiles_MGC1903260_FTMS_Lakes_FJ_Sweden_43_112_01_22816.corems,7.18E-08,1.31E-07,1.24E-07
ManyFiles_MGC1903260_FTMS_Lakes_FJ_Sweden_43_112_01_22826.corems,0,0,0
ManyFiles_MGC1903260_FTMS_Lakes_FJ_Sweden_43_137_01_23293.corems,0.006625903,0.006635754,0.007825278
ManyFiles_MGC1903262_FTMS_Lakes_FJ_Sweden_45_040_01_23084.corems,0.008892319,0.008817704,0.01097132
ManyFiles_MGC1903262_FTMS_Lakes_FJ_Sweden_45_105_01_22779.corems,0.007972924,0.007849811,0.009731346
ManyFiles_MGC1903262_FTMS_Lakes_FJ_Sweden_45_105_01_22789.corems,0.008100623,0.007948188,0.009853297
ManyFiles_MGC1903262_FTMS_Lakes_FJ_Sweden_45_dil_040_01_23088.corems,0.008203195,0.008113343,0.009826187
ManyFiles_MGC1903262_FTMS_Lakes_FJ_Sweden_45_dil_040_01_23102.corems,0.007957171,0.007819321,0.009562212
ManyFiles_MGC1903262_FTMS_Lakes_FJ_Sweden_45_dil_040_01_23138.corems,0.008331167,0.008164194,0.009955538
ManyFiles_MGC1903264_FTMS_Lakes_FJ_Sweden_47_118_01_22841.corems,0.005775787,0.005555233,0.00691341
ManyFiles_MGC1903264_FTMS_Lakes_FJ_Sweden_47_118_01_22851.corems,0.005802537,0.00559528,0.006926371
ManyFiles_MGC1903264_FTMS_Lakes_FJ_Sweden_47_129_01_23252.corems,0.007390724,0.006959821,0.00889829
ManyFiles_MGC1903264_FTMS_Lakes_FJ_Sweden_47_129_01_23264.corems,0.00738683,0.006951211,0.008872735
ManyFiles_MGC1903265_FTMS_Lakes_FJ_Sweden_48_025_01_23001.corems,0.006019825,0.005936599,0.007047787
ManyFiles_MGC1903265_FTMS_Lakes_FJ_Sweden_48_025_01_23011.corems,0.0057228,0.005645609,0.006697915
ManyFiles_MGC1903266_FTMS_Lakes_FJ_Norway_01_110_01_22668.corems,0.009845905,0.00993382,0.011939806
ManyFiles_MGC1903269_FTMS_Lakes_FJ_Norway_05_107_01_22793.corems,0.014332349,0.014495672,0.017168585
ManyFiles_MGC1903269_FTMS_Lakes_FJ_Norway_05_107_01_22806.corems,0.014605383,0.014653512,0.017538541
ManyFiles_MGC1903270_FTMS_Lakes_FJ_Norway_06_109_01_22797.corems,0.013959015,0.013966417,0.01675512
ManyFiles_MGC1903270_FTMS_Lakes_FJ_Norway_06_109_01_22810.corems,0.013682399,0.013690367,0.016482148
ManyFiles_MGC1903271_FTMS_Lakes_FJ_Norway_07_026_01_23016.corems,0.011454258,0.011747428,0.013070134
ManyFiles_MGC1903271_FTMS_Lakes_FJ_Norway_07_026_01_23026.corems,0.011719164,0.011992632,0.01339499
ManyFiles_MGC1903271_FTMS_Lakes_FJ_Norway_07_119_01_23216.corems,0.014511354,0.01481327,0.016629608
ManyFiles_MGC1903271_FTMS_Lakes_FJ_Norway_07_119_01_23232.corems,0.014690569,0.01503696,0.016820375
ManyFiles_MGC1903271_FTMS_Lakes_FJ_Norway_07_dil_026_01_23062.corems,0.013000789,0.013256658,0.014877339
ManyFiles_MGC1903272_FTMS_Lakes_FJ_Norway_08_102_01_23145.corems,0.015041419,0.015277861,0.01827724
ManyFiles_MGC1903272_FTMS_Lakes_FJ_Norway_08_103_01_22775.corems,0.01482587,0.015111136,0.017706
ManyFiles_MGC1903272_FTMS_Lakes_FJ_Norway_08_103_01_22877.corems,0.015701966,0.015877154,0.018816134
ManyFiles_MGC1903274_FTMS_Lakes_FJ_Norway_10_011_01_22706.corems,0.000491843,0.000497325,0.000559482
ManyFiles_MGC1903276_FTMS_Lakes_FJ_Norway_12_027_01_23018.corems,0.009672945,0.01012917,0.011160554
ManyFiles_MGC1903276_FTMS_Lakes_FJ_Norway_12_027_01_23028.corems,0.009788936,0.010275657,0.011327269
ManyFiles_MGC1903276_FTMS_Lakes_FJ_Norway_12_029_01_22708.corems,0.002428394,0.002527103,0.002921829
ManyFiles_MGC1903278_FTMS_Lakes_FJ_Norway_14_002_01_22705.corems,0.00201793,0.001951065,0.002339887
ManyFiles_MGC1903278_FTMS_Lakes_FJ_Norway_14_032_01_23038.corems,0.003359,0.0033878,0.004026148
ManyFiles_MGC1903278_FTMS_Lakes_FJ_Norway_14_032_01_23048.corems,0.003846002,0.003849,0.004615792
ManyFiles_MGC1903278_FTMS_Lakes_FJ_Norway_14_dil_032_01_23056.corems,0.007848896,0.007943457,0.00932365
ManyFiles_MGC1903278_FTMS_Lakes_FJ_Norway_14_dil_032_01_23068.corems,0.011526878,0.011642034,0.013704888
ManyFiles_MGC1903279_FTMS_Lakes_FJ_Norway_15_003_01_22414.corems,0.00687163,0.006627502,0.008191487
ManyFiles_MGC1903279_FTMS_Lakes_FJ_Norway_15_029_01_23022.corems,0.006556777,0.006453914,0.007850546
ManyFiles_MGC1903279_FTMS_Lakes_FJ_Norway_15_029_01_23032.corems,0.011641632,0.011400853,0.014194974
ManyFiles_MGC1903279_FTMS_Lakes_FJ_Norway_15_029_01_23058.corems,0.012044336,0.011893096,0.014719223
ManyFiles_MGC1903279_FTMS_Lakes_FJ_Norway_15_029_01_23066.corems,0.012163873,0.011886696,0.014839594
ManyFiles_MGC1903280_FTMS_Lakes_FJ_Norway_16_121_01_22694.corems,0.002383676,0.002548632,0.003014292
ManyFiles_MGC1903280_FTMS_Lakes_FJ_Norway_16_133_01_23275.corems,0.012658196,0.013282344,0.015512083
ManyFiles_MGC1903280_FTMS_Lakes_FJ_Norway_16_133_01_23285.corems,0.012637535,0.013203644,0.015444431
ManyFiles_MGC1903283_FTMS_Lakes_FJ_Finland_03_031_01_23036.corems,0.003399766,0.003734062,0.003817907
ManyFiles_MGC1903283_FTMS_Lakes_FJ_Finland_03_031_01_23046.corems,0.003453006,0.003763909,0.003882166
ManyFiles_MGC1903284_FTMS_Lakes_FJ_Finland_04_101_01_22771.corems,0.001084538,0.001193791,0.00113532
ManyFiles_MGC1903284_FTMS_Lakes_FJ_Finland_04_101_01_22781.corems,0.001176307,0.001284085,0.00121953
ManyFiles_MGC1903284_FTMS_Lakes_FJ_Finland_04_103_01_23147.corems,0.001035835,0.001055302,0.001202281
ManyFiles_MGC1903285_FTMS_Lakes_FJ_Finland_05_035_01_23044.corems,0.014160962,0.014586086,0.016683535
ManyFiles_MGC1903285_FTMS_Lakes_FJ_Finland_05_035_01_23054.corems,0.014704689,0.015141088,0.017409872
ManyFiles_MGC1903286_FTMS_Lakes_FJ_Finland_06_037_01_22703.corems,0.013820418,0.013939556,0.016670607
ManyFiles_MGC1903286_FTMS_Lakes_FJ_Finland_06_136_01_23291.corems,0.004629844,0.004904309,0.005666659
ManyFiles_MGC1903289_FTMS_Lakes_FJ_Finland_09_010_01_22746.corems,0.007513661,0.007698005,0.009062431
ManyFiles_MGC1903290_FTMS_Lakes_FJ_Finland_10_009_01_22933.corems,0.004593842,0.00472692,0.00548743
ManyFiles_MGC1903290_FTMS_Lakes_FJ_Finland_10_009_01_22943.corems,0.004780591,0.004899794,0.005654269
ManyFiles_MGC1903290_FTMS_Lakes_FJ_Finland_10_009_01_23116.corems,0.009294648,0.009432763,0.010898425
ManyFiles_MGC1903290_FTMS_Lakes_FJ_Finland_10_009_01_23132.corems,0.009171978,0.009299787,0.01073463
ManyFiles_MGC1903291_FTMS_Lakes_FJ_Finland_11_020_01_22707.corems,0.001411973,0.001511127,0.001705229
ManyFiles_MGC1903293_FTMS_Lakes_FJ_Finland_13_038_01_23080.corems,0.005126094,0.005674485,0.0057021
ManyFiles_MGC1903293_FTMS_Lakes_FJ_Finland_13_038_01_23098.corems,0.004873573,0.005396018,0.005480202
ManyFiles_MGC1903293_FTMS_Lakes_FJ_Finland_13_102_01_22773.corems,0.00184025,0.001991631,0.001914441
ManyFiles_MGC1903293_FTMS_Lakes_FJ_Finland_13_102_01_22783.corems,0.001582075,0.001675927,0.001668413
ManyFiles_MGC1903294_FTMS_Lakes_FJ_Finland_14_003_01_22711.corems,0.003366979,0.003696989,0.003676364
ManyFiles_MGC1903294_FTMS_Lakes_FJ_Finland_14_dil_139_01_23303.corems,0.00337387,0.003711935,0.00382089
ManyFiles_MGC1903294_FTMS_Lakes_FJ_Finland_14_dil_139_01_23305.corems,0.003580389,0.003939806,0.004027413
ManyFiles_MGC1903295_FTMS_Lakes_FJ_Finland_15_039_01_23082.corems,0.003870883,0.004296735,0.004334279
ManyFiles_MGC1903295_FTMS_Lakes_FJ_Finland_15_039_01_23100.corems,0.003762907,0.004162094,0.004214395
ManyFiles_MGC1903295_FTMS_Lakes_FJ_Finland_15_104_01_22777.corems,0.00327706,0.003566678,0.003480996
ManyFiles_MGC1903295_FTMS_Lakes_FJ_Finland_15_104_01_22787.corems,0.002888767,0.003127229,0.003118607
ManyFiles_MGC1903297_FTMS_Lakes_FJ_Finland_17_001_01_22699.corems,0.004472328,0.00499689,0.004930951
ManyFiles_MGC1903298_FTMS_Lakes_FJ_Finland_18_115_01_22822.corems,0.012702218,0.012666228,0.015523354
ManyFiles_MGC1903298_FTMS_Lakes_FJ_Finland_18_115_01_22832.corems,0.012649962,0.012625467,0.015501971
ManyFiles_MGC1903298_FTMS_Lakes_FJ_Finland_18_124_01_23242.corems,0.010842129,0.010908724,0.013483871
ManyFiles_MGC1903298_FTMS_Lakes_FJ_Finland_18_124_01_23254.corems,0.01057976,0.010556526,0.013220515
ManyFiles_MGC1903299_FTMS_Lakes_FJ_Finland_19_037_01_23078.corems,0.007446225,0.006760826,0.00948752
ManyFiles_MGC1903299_FTMS_Lakes_FJ_Finland_19_037_01_23092.corems,0.005949767,0.005426696,0.007634104
ManyFiles_MGC1903299_FTMS_Lakes_FJ_Finland_19_037_01_23096.corems,0.006107206,0.005547973,0.007868526
ManyFiles_MGC1903299_FTMS_Lakes_FJ_Finland_19_116_01_22837.corems,0.007533296,0.006829055,0.009419658
ManyFiles_MGC1903299_FTMS_Lakes_FJ_Finland_19_116_01_22847.corems,0.007273562,0.006535167,0.009144627
ManyFiles_MGC1903300_FTMS_Lakes_FJ_Finland_20_036_01_23076.corems,0.008039016,0.007675596,0.010164743
ManyFiles_MGC1903300_FTMS_Lakes_FJ_Finland_20_036_01_23086.corems,0.007881466,0.007442562,0.010085926
ManyFiles_MGC1903300_FTMS_Lakes_FJ_Finland_20_036_01_23094.corems,0.007638068,0.007247191,0.009796311
ManyFiles_MGC1903301_FTMS_Lakes_FJ_Plastics_013_01_22954.corems,1.02E-05,1.95E-05,1.42E-05
ManyFiles_MGC1903301_FTMS_Lakes_FJ_Plastics_013_01_22964.corems,9.93E-06,1.91E-05,1.38E-05
ManyFiles_MGC1903302_FTMS_Lakes_FJ_Process_blank_PPL_010_01_22935.corems,1.16E-05,1.29E-05,1.66E-05
ManyFiles_MGC1903302_FTMS_Lakes_FJ_Process_blank_PPL_010_01_22945.corems,1.13E-05,1.16E-05,1.76E-05
ManyFiles_MM_030_01_23024.corems,0.009543857,0.009622672,0.011288597
ManyFiles_MM_030_01_23034.corems,0.009606353,0.009666452,0.011447548
ManyFiles_N14_121_01_23220.corems,0.002155307,0.002119347,0.002500767
ManyFiles_N14_121_01_23236.corems,0.002147144,0.002101266,0.002517978
ManyFiles_Nelha_052_01_23013.corems,0.004533503,0.003856133,0.005649818
ManyFiles_Nelha_054_01_23226.corems,3.42E-08,2.93E-08,2.61E-08
ManyFiles_Nelha_054_01_23266.corems,0,0,0
ManyFiles_Std_154_01_22666.corems,0.015369898,0.015199436,0.01923122
ManyFiles_Std_154_01_22673.corems,0.015102955,0.014957854,0.019028502
ManyFiles_Std_154_01_22698.corems,0.01467916,0.014718286,0.018559668
ManyFiles_Swed.49_024_01_22999.corems,0.005330519,0.005435006,0.00619645
ManyFiles_Swed.49_024_01_23009.corems,0.005272652,0.005352377,0.00615277
ManyFiles_Sweden.49_117_01_23194.corems,0.010160549,0.010223124,0.011876877
ManyFiles_Sweden.49_117_01_23212.corems,0.01011741,0.01020778,0.011829528
PAPI_ESI_neg_14_De_Bay_20111108_20ppm_20120228_000001.corems,0.313585513,0.322701956,0.379819441
PAPI_ESI_neg_14_De_Bay_20111110_20ppm_20120229_000001.corems,0.350486423,0.363121308,0.422979176
PAPI_ESI_neg_20_De_Bay_20111107_20ppm_20120228_000001.corems,0.323359154,0.340785905,0.389432221
PAPI_ESI_neg_20_De_Bay_20111110_20ppm_20120229_000001.corems,0.318777462,0.335981797,0.386556405
PAPI_ESI_neg_22_De_Bay_20111107_20ppm_20120228_000001.corems,0.316131602,0.330559277,0.382834216
PAPI_ESI_neg_24_De_Bay_20111107_20ppm_20120228_000001.corems,0.273339969,0.294307777,0.335483431
PAPI_ESI_neg_24_De_Bay_20111109_20ppm_20120229_000001.corems,0.234974745,0.254545601,0.289920358
PAPI_ESI_neg_26_De_Bay_20111107_20ppm_20120228_000001.corems,0.282065351,0.300125235,0.344084165
PAPI_ESI_neg_Bay_De_Bay_20111108_20ppm_20120229_000001.corems,0.292863854,0.317755697,0.358341821
PAPI_ESI_neg_De_Bay_20111107_20ppm_20120228_000001.corems,0.229777159,0.242401578,0.287292135
PAPI_ESI_neg_FB_De_Bay_20111109_20ppm_20120229_000001.corems,0.203805372,0.21981395,0.253208287
PAPI_ESI_neg_FB_De_Bay_20111110_20ppm_20120229_000001.corems,0.229117255,0.241987015,0.288071469
PAPI_ESI_neg_Papi3_Ex1_20ppm_0305_20130717_000001.corems,0.2861636,0.298076184,0.345719479
PAPI_ESI_neg_Papi3_Ex10_20ppm_0309_20130717_000001.corems,0.191602747,0.203003689,0.237849671
PAPI_ESI_neg_Papi3_Ex11_20ppm_0210_20130716_000001.corems,0.141738938,0.149215172,0.184925796
PAPI_ESI_neg_Papi3_Ex12_20ppm_0205_20130716_000001.corems,0.224698643,0.235014342,0.275392941
PAPI_ESI_neg_Papi3_Ex13_20ppm_0317_20130717_000001.corems,0.154121642,0.161543137,0.191891356
PAPI_ESI_neg_Papi3_Ex14_20ppm_0314_20130717_000001.corems,0.195488231,0.204007064,0.240346192
PAPI_ESI_neg_Papi3_Ex15_20ppm_0214_20130716_000001.corems,0.151763939,0.16057404,0.195326109
PAPI_ESI_neg_Papi3_Ex16_20ppm_0117_20130715_000001.corems,0.208280487,0.216373966,0.252685871
PAPI_ESI_neg_Papi3_Ex17_10ppm_0118_20130715_000001.corems,0.240831122,0.251593055,0.290966697
PAPI_ESI_neg_Papi3_Ex18_10ppm_0105_20130715_000001.corems,0.332396956,0.343508565,0.398378624
PAPI_ESI_neg_Papi3_Ex19_20ppm_0204_20130716_000001.corems,0.373355484,0.385505016,0.447152899
PAPI_ESI_neg_Papi3_Ex2_20ppm_0211_20130716_000001.corems,0.226554357,0.236900444,0.274934585
PAPI_ESI_neg_Papi3_Ex20_20ppm_0217_20130716_000001.corems,0.23578469,0.245343166,0.290362564
PAPI_ESI_neg_Papi3_Ex21_20ppm_0318_20130717_000001.corems,0.201060935,0.211293323,0.253694233
PAPI_ESI_neg_Papi3_Ex22_20ppm_0103_20130715_000001.corems,0.376945573,0.388199064,0.450867577
PAPI_ESI_neg_Papi3_Ex23_20ppm_0321_20130717_000001.corems,0.224402455,0.232072611,0.27144351
PAPI_ESI_neg_Papi3_Ex24_20ppm_0115_20130715_000001.corems,0.12694755,0.129761143,0.153613994
PAPI_ESI_neg_Papi3_Ex25_20ppm_0109_20130715_000001.corems,0.337716667,0.351268126,0.407764529
PAPI_ESI_neg_Papi3_Ex26_10ppm_0307_20130717_000001.corems,0.2132847,0.222822297,0.266272537
PAPI_ESI_neg_Papi3_Ex3_20ppm_0113_20130715_000001.corems,0.211663143,0.219531365,0.261350176
PAPI_ESI_neg_Papi3_Ex4_20ppm_0403_20130718_000001.corems,0.338838156,0.350819182,0.410168973
PAPI_ESI_neg_Papi3_Ex5_20ppm_0215_20130716_000001.corems,0.206813085,0.219754614,0.25924223
PAPI_ESI_neg_Papi3_Ex6_20ppm_0216_20130716_000001.corems,0.233024625,0.244021016,0.283311948
PAPI_ESI_neg_Papi3_Ex7_20ppm_0220_20130716_000001.corems,0.205157568,0.211863296,0.252012535
PAPI_ESI_neg_Papi3_Ex8_20ppm_0304_20130717_000001.corems,0.290653995,0.300974638,0.354543477
PAPI_ESI_neg_Papi3_Ex9_20ppm_0111_20130715_000001.corems,0.220907485,0.232449832,0.272640915
PAPI_ESI_neg_Papi4_Ex1_20ppm_0206_20130716_000001.corems,0.115227614,0.118268264,0.153581629
PAPI_ESI_neg_Papi4_Ex10_20ppm_0106_20130715_000001.corems,0.234667679,0.246124473,0.291361244
PAPI_ESI_neg_Papi4_Ex11_20ppm_0319_20130717_000001.corems,0.135750164,0.141114756,0.172770948
PAPI_ESI_neg_Papi4_Ex12_20ppm_0208_20130716_000001.corems,0.173709969,0.180814042,0.220512674
PAPI_ESI_neg_Papi4_Ex13_20ppm_0311_20130717_000001.corems,0.215254141,0.225105676,0.267486045
PAPI_ESI_neg_Papi4_Ex14_20ppm_0315_20130717_000001.corems,0.198181332,0.206561763,0.24566455
PAPI_ESI_neg_Papi4_Ex15_20ppm_0312_20130717_000001.corems,0.257022516,0.266519369,0.315694865
PAPI_ESI_neg_Papi4_Ex16_20ppm_0320_20130717_000001.corems,0.203817006,0.206683642,0.25138203
PAPI_ESI_neg_Papi4_Ex18_20ppm_0308_20130717_000001.corems,0.270527247,0.278156557,0.328246367
PAPI_ESI_neg_Papi4_Ex19_10ppm_0112_20130715_000001.corems,0.299888801,0.308114013,0.36592405
PAPI_ESI_neg_Papi4_Ex2_20ppm_0213_20130716_000001.corems,0.136036933,0.142183788,0.174528375
PAPI_ESI_neg_Papi4_Ex20_20ppm_0108_20130715_000001.corems,0.26330475,0.273598575,0.323298656
PAPI_ESI_neg_Papi4_Ex21_20ppm_0203_20130716_000001.corems,0.144940839,0.150120032,0.178662653
PAPI_ESI_neg_Papi4_Ex22_20ppm_0404_20130718_000001.corems,0.159601399,0.164250417,0.196863933
PAPI_ESI_neg_Papi4_Ex23_20ppm_0313_20130717_000001.corems,0.199321856,0.207622635,0.250747397
PAPI_ESI_neg_Papi4_Ex24_20ppm_0303_20130717_000001.corems,0.158773431,0.164099428,0.196197351
PAPI_ESI_neg_Papi4_Ex25_20ppm_0207_20130716_000001.corems,0.148856833,0.152586791,0.184512581
PAPI_ESI_neg_Papi4_Ex26_20ppm_0307_20130717_000001.corems,0.131289262,0.134437491,0.162030287
PAPI_ESI_neg_Papi4_Ex3_20ppm_0209_20130716_000001.corems,0.226878011,0.237085634,0.282882847
PAPI_ESI_neg_Papi4_Ex4_20ppm_0114_20130715_000001.corems,0.225605239,0.235320201,0.276978916
PAPI_ESI_neg_Papi4_Ex5_20ppm_0221_20130716_000001.corems,0.175907966,0.180916064,0.217131374
PAPI_ESI_neg_Papi4_Ex6_20ppm_0218_20130716_000001.corems,0.230672578,0.241345612,0.283170636
PAPI_ESI_neg_Papi4_Ex7_20ppm_0119_20130715_000001.corems,0.216930989,0.221777296,0.267213541
PAPI_ESI_neg_Papi4_Ex8_20ppm_0212_20130716_000001.corems,0.187379069,0.196552787,0.231877885
PAPI_ESI_neg_Papi4_Ex9_20ppm_0107_20130715_000001.corems,0.22861586,0.238151248,0.283985356
PAPI_ESI_neg_PAPI5_Ex1_20ppm_0101_20131113_000001.corems,0.139882043,0.15059956,0.176444352
PAPI_ESI_neg_PAPI5_Ex10_20ppm_0107_20131113_000001.corems,0.300012867,0.311157147,0.35352173
PAPI_ESI_neg_PAPI5_Ex11_20ppm_0115_20131113_000001.corems,0.213767633,0.224250871,0.267533439
PAPI_ESI_neg_PAPI5_Ex12_20ppm_0111_20131113_000001.corems,0.229651309,0.240984702,0.287281759
PAPI_ESI_neg_PAPI5_Ex13_20ppm_0113_20131113_000001.corems,0.24854025,0.258553982,0.307657658
PAPI_ESI_neg_PAPI5_Ex14_20ppm_0104_20131113_000001.corems,0.293526253,0.304195272,0.349467123
PAPI_ESI_neg_PAPI5_Ex15_20ppm_0205_20131114_000001.corems,0.363687653,0.374687451,0.429617669
PAPI_ESI_neg_PAPI5_Ex16_20ppm_0112_20131113_000001.corems,0.345523541,0.35313176,0.404519339
PAPI_ESI_neg_PAPI5_Ex17_20ppm_0207_20131114_000001.corems,0.354814864,0.365372998,0.420791143
PAPI_ESI_neg_PAPI5_Ex18_20ppm_0201_20131114_000001.corems,0.323592683,0.333497544,0.383193835
PAPI_ESI_neg_PAPI5_Ex19_20ppm_0102_20131113_000001.corems,0.304039264,0.3181951,0.357158498
PAPI_ESI_neg_PAPI5_Ex2_20ppm_0114_20131113_000001.corems,0.310294049,0.32524295,0.371421544
PAPI_ESI_neg_PAPI5_Ex20_20ppm_0203_20131114_000001.corems,0.330525692,0.341247869,0.394281638
PAPI_ESI_neg_PAPI5_Ex21_20ppm_0214_20131114_000001.corems,0.396619441,0.405122339,0.465106904
PAPI_ESI_neg_PAPI5_Ex22_20ppm_0117_20131113_000001.corems,0.336754146,0.34364232,0.395266527
PAPI_ESI_neg_PAPI5_Ex23_20ppm_0106_20131113_000001.corems,0.345991788,0.353618948,0.404814225
PAPI_ESI_neg_PAPI5_Ex24_20ppm_0118_20131113_000001.corems,0.324543571,0.329067187,0.382352594
