dist.unique,nDistance_Results,n_Sample_Peak_Mat,n_ratio
YDE21_048.1_p025_7T.corems,28364,978,29.0020449897751
YDE21_048.2_p025_7T.corems,27005,927,29.1316073354908
YDE21_048.3_p025_7T.corems,54055,1764,30.6434240362812
YDE21_049.1_p025_7T.corems,46751,1556,30.0456298200514
YDE21_049.2_p025_7T.corems,42154,1394,30.2395982783357
YDE21_049.3_p025_7T.corems,55007,1870,29.4155080213904
YDE21_050.1_p025_7T.corems,68643,2191,31.3295298950251
YDE21_050.2_p025_7T.corems,59746,1947,30.6861838726246
YDE21_050.3_p025_7T.corems,49985,1609,31.0658794282163
YDE21_051.1_p025_7T.corems,19934,822,24.2506082725061
YDE21_051.2_p025_7T.corems,30999,1147,27.0261551874455
YDE21_051.3_p025_7T.corems,30986,1128,27.4698581560284
YDE21_052.1_p025_7T.corems,31289,1173,26.6743393009378
YDE21_052.2_p025_7T.corems,23504,884,26.5882352941176
YDE21_052.3_p025_7T.corems,36605,1304,28.0713190184049
YDE21_053.1_p025_7T.corems,41071,1438,28.5611961057024
YDE21_053.2_p025_7T.corems,68433,2270,30.1466960352423
YDE21_053.3_p025_7T.corems,76801,2505,30.6590818363273
YDE21_054.1_p025_7T.corems,49120,1658,29.6260554885404
YDE21_054.2_p025_7T.corems,60627,2026,29.9244817374136
YDE21_054.3_p025_7T.corems,64565,2109,30.6140350877193
YDE21_Blank_SED.1_p025_7T.corems,17466,1137,15.3614775725594
YDE21_Blank_SED.2_p025_7T.corems,22809,1492,15.2875335120643
YDE21_Blank_SED.3_p025_7T.corems,20335,1298,15.6664098613251
YDE21_Process_Blank.1_p025_7T.corems,10704,1204,8.89036544850498
YDE21_Process_Blank.2_p025_7T.corems,9354,992,9.42943548387097
YDE21_Process_Blank.3_p025_7T.corems,6674,677,9.85819793205318
YDE21_Process_Blank.4_p025_7T.corems,12008,895,13.4167597765363
YDE21_Process_Blank.5_p025_7T.corems,12539,1302,9.63056835637481
YDE21_Process_Blank.6_p025_7T.corems,16054,1058,15.1739130434783
YDE21_Raw_MilliQ_Blank.1_p025_7T.corems,51,45,1.13333333333333
YDE21_Raw_MilliQ_Blank.2_p025_7T.corems,58,44,1.31818181818182
YDE21_Raw_MilliQ_Blank.3_p025_7T.corems,30,34,0.882352941176471
YDE21_Raw_MilliQ_Blank.4_p025_7T.corems,2,12,0.166666666666667
YDE21_Raw_MilliQ_Blank.5_p025_7T.corems,32,39,0.82051282051282
YDE22_055.1_p025_7T.corems,123356,4077,30.2565611969585
YDE22_055.2_p025_7T.corems,124708,3980,31.3336683417085
YDE22_055.3_p025_7T.corems,146986,4762,30.8664426711466
YDE22_056.1_p025_7T.corems,83438,3050,27.3567213114754
YDE22_056.2_p025_7T.corems,80737,2885,27.9850953206239
YDE22_056.3_p025_7T.corems,64709,2606,24.8307751343054
YDE22_057.1_p025_7T.corems,58825,2305,25.5206073752712
YDE22_057.2_p025_7T.corems,66178,2528,26.1780063291139
YDE22_057.3_p025_7T.corems,59918,2357,25.4212982605006
YDE22_058.1_p025_7T.corems,189506,6593,28.7435158501441
YDE22_058.2_p025_7T.corems,171642,5724,29.9863731656184
YDE22_058.3_p025_7T.corems,123558,3757,32.887410167687
YDE22_059.1_p025_7T.corems,66264,2489,26.6227400562475
YDE22_059.2_p025_7T.corems,90417,3131,28.877994251038
YDE22_059.3_p025_7T.corems,81043,2864,28.2971368715084
YDE22_060.1_p025_7T.corems,42609,1993,21.3793276467637
YDE22_060.2_p025_7T.corems,60786,2296,26.4747386759582
YDE22_060.3_p025_7T.corems,54789,2177,25.1672025723473
YDE22_061.1_p025_7T.corems,181726,6452,28.165840049597
YDE22_061.2_p025_7T.corems,182601,6340,28.8014195583596
YDE22_061.3_p025_7T.corems,192720,6728,28.6444708680143
YDE22_062.1_p025_7T.corems,151205,4664,32.4195969125214
YDE22_062.2_p025_7T.corems,170485,5582,30.541920458617
YDE22_062.3_p025_7T.corems,140407,4543,30.9062293638565
YDE22_063.1_p025_7T.corems,193257,6831,28.2911725955204
YDE22_063.2_p025_7T.corems,197091,7058,27.9244828563332
YDE22_063.3_p025_7T.corems,186691,6667,28.0022498875056
YDE22_064.1_p025_7T.corems,149918,5019,29.8700936441522
YDE22_064.2_p025_7T.corems,113137,3855,29.3481193255512
YDE22_064.3_p025_7T.corems,143941,4650,30.9550537634409
YDE22_065.1_p025_7T.corems,90128,3134,28.7581365666879
YDE22_065.2_p025_7T.corems,114709,3867,29.6635634859064
YDE22_065.3_p025_7T.corems,82672,2872,28.7855153203343
YDE22_Process_Blank.1_p025_7T.corems,33688,1719,19.5974403723095
YDE22_Process_Blank.2_p025_7T.corems,28590,1498,19.0854472630174
YDE22_Process_Blank.3_p025_7T.corems,37344,1892,19.737843551797
YDE22_Raw_MilliQ_Blank.1_p025_7T.corems,7,51,0.137254901960784
YDE22_Raw_MilliQ_Blank.2_p025_7T.corems,5026,317,15.8548895899054
YDE22_Raw_MilliQ_Blank.3_p025_7T.corems,1237,146,8.47260273972603
Zhou2022_BMH2.July.corems,193113,6094,31.6890383984247
Zhou2022_CHH4.July.corems,88683,3102,28.5889748549323
Zhou2022_DSH1.July.corems,206391,6425,32.1231128404669
Zhou2022_GH5.July.corems,95583,2855,33.4791593695271
Zhou2022_GYH3.corems,209955,6838,30.7041532611875
Zhou2022_HTH1.July.corems,171829,5326,32.26229815997
Zhou2022_July_Caizi_4.corems,228815,7553,30.2945849331391
Zhou2022_July_Dongping_4.corems,210439,7121,29.5518887796658
Zhou2022_July_Nansi_16.corems,173496,5695,30.4646180860404
Zhou2022_July_Nansi_2.corems,215739,7086,30.4458086367485
Zhou2022_Lake.Dongting.9.corems,184105,5727,32.1468482626157
Zhou2022_LWS1.July.corems,186776,5771,32.3645815283313
Zhou2022_NSH5.July.corems,204910,6659,30.7718876708214
Zhou2022_SJH4.July.corems,151916,4721,32.178775683118
Zhou2022_TH.No.12.corems,152895,4742,32.2427245887811
Zhou2022_TH.No.16.corems,97758,3044,32.1149802890933
Zhou2022_TH.No.8.corems,180896,5677,31.8647172802537
Zhou2022_TH16.August.corems,222232,7237,30.7077518308691
Zhou2022_TH8.August.corems,208463,6489,32.1255971644321
Zhou2022_WBH1.July.corems,198038,6274,31.5648708957603
Zhou2022_YCH2.July.corems,153153,4735,32.344878563886
